Date,Inflacion
1997-06-01,0.18761726078798183
1997-07-01,0.12484394506867481
1997-08-01,0.24937655860349484
1997-09-01,0.2487562189054585
1997-10-01,0.18610421836228994
1997-11-01,0.12383900928791866
1997-12-01,0.061842918985790196
1998-01-01,0.12360939431396083
1998-02-01,0.0
1998-03-01,0.0
1998-04-01,0.12345679012344976
1998-05-01,0.2466091245376114
1998-06-01,0.12300123001231063
1998-07-01,0.24570024570023172
1998-08-01,0.12254901960785358
1998-09-01,0.06119951040391328
1998-10-01,0.24464831804281695
1998-11-01,0.12202562538132314
1998-12-01,0.1828153564899521
1999-01-01,0.18248175182480714
1999-02-01,0.0
1999-03-01,0.06071645415909092
1999-04-01,0.6674757281553363
1999-05-01,0.06027727546714546
1999-06-01,0.0
1999-07-01,0.42168674698794495
1999-08-01,0.2399520095980838
1999-09-01,0.41891083183723343
1999-10-01,0.17878426698449518
1999-11-01,0.17846519928614596
1999-12-01,0.23752969121140477
2000-01-01,0.2962085308056872
2000-02-01,0.41346721795628383
2000-03-01,0.5882352941176471
2000-04-01,-0.05847953216373936
2000-05-01,0.17554125219425568
2000-06-01,0.5841121495327104
2000-07-01,0.29036004645760743
2000-08-01,0.0
2000-09-01,0.521134916039378
2000-10-01,0.17281105990784065
2000-11-01,0.17251293847037547
2000-12-01,0.22962112514351646
2001-01-01,0.5727376861397481
2001-02-01,0.22779043280182557
2001-03-01,0.05681818181817858
2001-04-01,0.1703577512776896
2001-05-01,0.5102040816326562
2001-06-01,0.22560631697686248
2001-07-01,-0.16882386043893244
2001-08-01,0.0
2001-09-01,0.39458850056369144
2001-10-01,-0.2807411566535654
2001-11-01,-0.05630630630630311
2001-12-01,-0.05633802816901088
2002-01-01,0.16910935738443234
2002-02-01,0.16882386043894845
2002-03-01,0.2808988764044944
2002-04-01,0.4481792717086899
2002-05-01,0.11154489682096409
2002-06-01,0.05571030640668207
2002-07-01,0.22271714922049313
2002-08-01,0.2777777777777778
2002-09-01,0.16620498614959078
2002-10-01,0.22123893805308475
2002-11-01,0.16556291390729105
2002-12-01,0.16528925619835336
2003-01-01,0.4400440044004307
2003-02-01,0.547645125958379
2003-03-01,0.16339869281046374
2003-04-01,-0.38064165307233117
2003-05-01,-0.16375545851527457
2003-06-01,0.10934937124110913
2003-07-01,0.32768978700163537
2003-08-01,0.4354926510615195
2003-09-01,0.32520325203251726
2003-10-01,-0.10804970286331099
2003-11-01,0.05408328826392337
2003-12-01,0.2702702702702703
2004-01-01,0.4312668463611921
2004-02-01,0.21470746108426045
2004-03-01,0.21424745581146531
2004-04-01,0.16034206306788423
2004-05-01,0.42689434364993756
2004-06-01,0.3719447396386913
2004-07-01,0.1058761249338214
2004-08-01,0.05288207297725771
2004-09-01,0.3171247357293989
2004-10-01,0.5268703898840885
2004-11-01,0.4716981132075352
2004-12-01,0.0
2005-01-01,-0.0521648408972323
2005-02-01,0.41753653444677
2005-03-01,0.3638253638253579
2005-04-01,0.31071983428275207
2005-05-01,-0.051626226122867484
2005-06-01,0.05165289256198054
2005-07-01,0.6195147134744539
2005-08-01,0.6157003591585369
2005-09-01,1.376848546659876
2005-10-01,0.15090543259556485
2005-11-01,-0.5022601707684581
2005-12-01,0.0
2006-01-01,0.6057546693589183
2006-02-01,0.05017561465127662
2006-03-01,0.150451354062178
2006-04-01,0.5007511266900351
2006-05-01,0.29895366218237307
2006-06-01,0.24838549428713363
2006-07-01,0.5450941526263599
2006-08-01,0.4435682602267154
2006-09-01,-0.4906771344455348
2006-10-01,-0.4437869822485235
2006-11-01,0.04952947003466781
2006-12-01,0.5445544554455417
2007-01-01,0.16592811422945225
2007-02-01,0.38783505458691747
2007-03-01,0.5200121434097578
2007-04-01,0.3000662483924951
2007-05-01,0.41329940166291046
2007-06-01,0.23167517109623148
2007-07-01,0.17805958481716308
2007-08-01,0.030828070885292092
2007-09-01,0.4237553390765001
2007-10-01,0.3083237831280243
2007-11-01,0.7858884267890461
2007-12-01,0.28980145517325956
2008-01-01,0.3447705076970434
2008-02-01,0.24178268779398285
2008-03-01,0.35780278061188303
2008-04-01,0.23143810202016407
2008-05-01,0.5917491656617172
2008-06-01,1.0478235009850914
2008-07-01,0.7141444751520936
2008-08-01,-0.14884757278006785
2008-09-01,0.08550916822900537
2008-10-01,-0.8598436564828671
2008-11-01,-1.7705477084725516
2008-12-01,-0.8233522399403224
2009-01-01,0.2530771341261491
2009-02-01,0.3642660652187341
2009-03-01,-0.09872828565384356
2009-04-01,0.10070825195886898
2009-05-01,0.14714939189220397
2009-06-01,0.8299612246622419
2009-07-01,-0.029796545463007102
2009-08-01,0.3348453377793067
2009-09-01,0.1930887233400621
2009-10-01,0.3001931798703778
2009-11-01,0.3348590589767736
2009-12-01,0.05201763996427794
2010-01-01,0.06487322116246884
2010-02-01,-0.09517766497461637
2010-03-01,0.03313681361923165
2010-04-01,0.023004053314186115
2010-05-01,-0.05197720362644469
2010-06-01,-0.04187951585437884
2010-07-01,0.1869253541682869
2010-08-01,0.1461363479699511
2010-09-01,0.1615249422961339
2010-10-01,0.3481846294811549
2010-11-01,0.25338416234848626
2010-12-01,0.40165763468282023
